index;text;aspect;sentiment
5993;"I like to dabble in ultra-wide-angle photography, but with my previous SLR system I found that my UWA lens spent most of its time at home due to its massive bulk. When Olympus announced its 9-18mm m4/3 lens, I got really excited at the opportunity for a portable UWA, and I ordered it not long after it hit the streets.

Long and short of it, I'm really, really glad that I did.

On the surface, this lens looks totally unexceptional. The aperture range of f4-5.6 is nothing special for a UWA zoom, and the 9mm (18mm in 35mm ";panasonics;Sentiment.negative
5993;"I like to dabble in ultra-wide-angle photography, but with my previous SLR system I found that my UWA lens spent most of its time at home due to its massive bulk. When Olympus announced its 9-18mm m4/3 lens, I got really excited at the opportunity for a portable UWA, and I ordered it not long after it hit the streets.

Long and short of it, I'm really, really glad that I did.

On the surface, this lens looks totally unexceptional. The aperture range of f4-5.6 is nothing special for a UWA zoom, and the 9mm (18mm in 35mm ";amazon;Sentiment.negative
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";lens;Sentiment.positive
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";light;Sentiment.positive
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";panny;Sentiment.negative
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";tool;Sentiment.negative
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";don;Sentiment.negative
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";speed;Sentiment.negative
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";test;Sentiment.negative
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";oly;Sentiment.negative
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";photo;Sentiment.negative
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";workflow;Sentiment.negative
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";video;Sentiment.negative
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";angle;Sentiment.negative
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";post;Sentiment.negative
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";weight;Sentiment.negative
5994;"I haven't had the chance to really give this lens a thorough shakedown, but here are some immediate thoughts.  First, many of the other reviewers are clearly using this lens on an Olympus.  When ""collapsed"", this lens is almost half an inch shorter than the 14 - 45 mm kit panasonic lens, and therefore slightly shorter than the 14 - 42 mm kit lens.  It is considerably lighter, too.  That means that the whole package is really light and fun to use.  Note that there's no image stabilization with this lens on a Panasonic ca";wish;Sentiment.negative
5995;"(This is the same review posted in the Panasonic Review.)&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Panasonic-7-14mm-f-4-0-Micro-Four-Thirds-Lens-for-Panasonic-Digital-SLR-Cameras/dp/B0028Y5GKK/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Panasonic 7-14mm f/4.0 Micro Four Thirds Lens for Panasonic Digital SLR Cameras</a>

Probably everyone is wondering the same thing as I did: The Panny 7-14mm, or Olympus m.zukio 9-18mm?
So I bought both. While testing showed in daylight they are about the same, low light";weight;Sentiment.neutral
5996;Small and light, this lens is handy for travel when weight might become a problem.  It is equally good on the Panasonic m4/3 cameras as the Olympus models.;summary;Sentiment.positive
5996;Small and light, this lens is handy for travel when weight might become a problem.  It is equally good on the Panasonic m4/3 cameras as the Olympus models.;reviews;Sentiment.positive
5996;Small and light, this lens is handy for travel when weight might become a problem.  It is equally good on the Panasonic m4/3 cameras as the Olympus models.;issue;Sentiment.negative
5996;Small and light, this lens is handy for travel when weight might become a problem.  It is equally good on the Panasonic m4/3 cameras as the Olympus models.;lens;Sentiment.positive
5996;Small and light, this lens is handy for travel when weight might become a problem.  It is equally good on the Panasonic m4/3 cameras as the Olympus models.;action;Sentiment.negative
5996;Small and light, this lens is handy for travel when weight might become a problem.  It is equally good on the Panasonic m4/3 cameras as the Olympus models.;autofocus;Sentiment.positive
5996;Small and light, this lens is handy for travel when weight might become a problem.  It is equally good on the Panasonic m4/3 cameras as the Olympus models.;quality;Sentiment.positive
5996;Small and light, this lens is handy for travel when weight might become a problem.  It is equally good on the Panasonic m4/3 cameras as the Olympus models.;olympus;Sentiment.positive
5996;Small and light, this lens is handy for travel when weight might become a problem.  It is equally good on the Panasonic m4/3 cameras as the Olympus models.;nature;Sentiment.positive
5996;Small and light, this lens is handy for travel when weight might become a problem.  It is equally good on the Panasonic m4/3 cameras as the Olympus models.;construction;Sentiment.negative
5996;Small and light, this lens is handy for travel when weight might become a problem.  It is equally good on the Panasonic m4/3 cameras as the Olympus models.;owners;Sentiment.positive
5997;"1.  I pretty much agree with the initial reviewer of this lens.  Here are a summary of my random thoughts after several days use of this lens:
  a.  First of all, as all initial reviews have stated--> it's small.  It's an obvious statement, but unless you actually see / physically handle the lens, it's somewhat difficult to appreciate.  It's about the same size as the kit lens.  The main issue for me (and perhaps for some others), is that it is definitely smaller than the olympus 9-18mm regular four-thirds lens (which I";player;Sentiment.negative
5997;"1.  I pretty much agree with the initial reviewer of this lens.  Here are a summary of my random thoughts after several days use of this lens:
  a.  First of all, as all initial reviews have stated--> it's small.  It's an obvious statement, but unless you actually see / physically handle the lens, it's somewhat difficult to appreciate.  It's about the same size as the kit lens.  The main issue for me (and perhaps for some others), is that it is definitely smaller than the olympus 9-18mm regular four-thirds lens (which I";headphones;Sentiment.negative
5997;"1.  I pretty much agree with the initial reviewer of this lens.  Here are a summary of my random thoughts after several days use of this lens:
  a.  First of all, as all initial reviews have stated--> it's small.  It's an obvious statement, but unless you actually see / physically handle the lens, it's somewhat difficult to appreciate.  It's about the same size as the kit lens.  The main issue for me (and perhaps for some others), is that it is definitely smaller than the olympus 9-18mm regular four-thirds lens (which I";software;Sentiment.negative
5997;"1.  I pretty much agree with the initial reviewer of this lens.  Here are a summary of my random thoughts after several days use of this lens:
  a.  First of all, as all initial reviews have stated--> it's small.  It's an obvious statement, but unless you actually see / physically handle the lens, it's somewhat difficult to appreciate.  It's about the same size as the kit lens.  The main issue for me (and perhaps for some others), is that it is definitely smaller than the olympus 9-18mm regular four-thirds lens (which I";radio;Sentiment.negative
6983;I am very technical when it comes to installing computer related equipment. Thus the installation was simple to me. The unit then works very well. It is important to keep the devices within a line of sight to each other. Otherwise the video signal lags.;unit;Sentiment.positive
6983;I am very technical when it comes to installing computer related equipment. Thus the installation was simple to me. The unit then works very well. It is important to keep the devices within a line of sight to each other. Otherwise the video signal lags.;company;Sentiment.positive
6984;This unit works wonderfully well with everything from XP to Windows 8, but not with Windows 8.1. The company tried to resolve in software, but had to do a hardware solution. They had me send my unit in to them at their cost and replaced it with an updated unit-downloaded new software and now back in business-picture seems to be better on Windows 8.1 than in 8.;programs;Sentiment.negative
6984;This unit works wonderfully well with everything from XP to Windows 8, but not with Windows 8.1. The company tried to resolve in software, but had to do a hardware solution. They had me send my unit in to them at their cost and replaced it with an updated unit-downloaded new software and now back in business-picture seems to be better on Windows 8.1 than in 8.;windows;Sentiment.neutral
6984;This unit works wonderfully well with everything from XP to Windows 8, but not with Windows 8.1. The company tried to resolve in software, but had to do a hardware solution. They had me send my unit in to them at their cost and replaced it with an updated unit-downloaded new software and now back in business-picture seems to be better on Windows 8.1 than in 8.;issues;Sentiment.negative
6984;This unit works wonderfully well with everything from XP to Windows 8, but not with Windows 8.1. The company tried to resolve in software, but had to do a hardware solution. They had me send my unit in to them at their cost and replaced it with an updated unit-downloaded new software and now back in business-picture seems to be better on Windows 8.1 than in 8.;downside;Sentiment.positive
6987;This product is a good USB to Wirless HDMI adapter. It is not really easy to setup and has some dropout issues. I have also had a hard time getting it to work on some computers and not at all on some. While it's hard to say if it is going to work 100% for everyone if it does work it works well. Also when it doesn't work it is most often a windows or CPU setting and with enough time and patience it would work.;company;Sentiment.negative
6988;This Warpia StreamHD is a great Product. Works great for presentations form laptop to projector or to LCD TV. Great Quality, and realtime preview with no delays and I love the fact that it has its own built in wireless and don't have to worry about it slowing down the company network. Our company has purchsed 3 of these for our conference rooms and will be purchasing many more for our other locations.;device;Sentiment.positive
6988;This Warpia StreamHD is a great Product. Works great for presentations form laptop to projector or to LCD TV. Great Quality, and realtime preview with no delays and I love the fact that it has its own built in wireless and don't have to worry about it slowing down the company network. Our company has purchsed 3 of these for our conference rooms and will be purchasing many more for our other locations.;installation;Sentiment.positive
6988;This Warpia StreamHD is a great Product. Works great for presentations form laptop to projector or to LCD TV. Great Quality, and realtime preview with no delays and I love the fact that it has its own built in wireless and don't have to worry about it slowing down the company network. Our company has purchsed 3 of these for our conference rooms and will be purchasing many more for our other locations.;user;Sentiment.positive
6988;This Warpia StreamHD is a great Product. Works great for presentations form laptop to projector or to LCD TV. Great Quality, and realtime preview with no delays and I love the fact that it has its own built in wireless and don't have to worry about it slowing down the company network. Our company has purchsed 3 of these for our conference rooms and will be purchasing many more for our other locations.;package;Sentiment.positive
6989;Yes, the range is pretty short and It would be nice if the device (receiver) was a bit smaller and had holes for wall-mounting. But, it works well, picture quality is high, installation is simple and you can deploy several of these in one area and they play well together. We have 4 in our office, with two in the same room. You can connect to multiple devices at the same time, but only one user at a time can connect to each device. Use is simple enough to deploy in an office environment and though the install requires ad;description;Sentiment.positive
6989;Yes, the range is pretty short and It would be nice if the device (receiver) was a bit smaller and had holes for wall-mounting. But, it works well, picture quality is high, installation is simple and you can deploy several of these in one area and they play well together. We have 4 in our office, with two in the same room. You can connect to multiple devices at the same time, but only one user at a time can connect to each device. Use is simple enough to deploy in an office environment and though the install requires ad;kudos;Sentiment.positive
6989;Yes, the range is pretty short and It would be nice if the device (receiver) was a bit smaller and had holes for wall-mounting. But, it works well, picture quality is high, installation is simple and you can deploy several of these in one area and they play well together. We have 4 in our office, with two in the same room. You can connect to multiple devices at the same time, but only one user at a time can connect to each device. Use is simple enough to deploy in an office environment and though the install requires ad;call;Sentiment.negative
6989;Yes, the range is pretty short and It would be nice if the device (receiver) was a bit smaller and had holes for wall-mounting. But, it works well, picture quality is high, installation is simple and you can deploy several of these in one area and they play well together. We have 4 in our office, with two in the same room. You can connect to multiple devices at the same time, but only one user at a time can connect to each device. Use is simple enough to deploy in an office environment and though the install requires ad;complainers;Sentiment.negative
6989;Yes, the range is pretty short and It would be nice if the device (receiver) was a bit smaller and had holes for wall-mounting. But, it works well, picture quality is high, installation is simple and you can deploy several of these in one area and they play well together. We have 4 in our office, with two in the same room. You can connect to multiple devices at the same time, but only one user at a time can connect to each device. Use is simple enough to deploy in an office environment and though the install requires ad;don;Sentiment.positive
6989;Yes, the range is pretty short and It would be nice if the device (receiver) was a bit smaller and had holes for wall-mounting. But, it works well, picture quality is high, installation is simple and you can deploy several of these in one area and they play well together. We have 4 in our office, with two in the same room. You can connect to multiple devices at the same time, but only one user at a time can connect to each device. Use is simple enough to deploy in an office environment and though the install requires ad;situation;Sentiment.positive
6989;Yes, the range is pretty short and It would be nice if the device (receiver) was a bit smaller and had holes for wall-mounting. But, it works well, picture quality is high, installation is simple and you can deploy several of these in one area and they play well together. We have 4 in our office, with two in the same room. You can connect to multiple devices at the same time, but only one user at a time can connect to each device. Use is simple enough to deploy in an office environment and though the install requires ad;glitch;Sentiment.negative
6992;It does what it says it will do.  You just need to have line of sight between the receiver and the USB dongle.  It didn't work with a USB extender - fair warning.;connection;Sentiment.negative
6992;It does what it says it will do.  You just need to have line of sight between the receiver and the USB dongle.  It didn't work with a USB extender - fair warning.;pc;Sentiment.negative
6992;It does what it says it will do.  You just need to have line of sight between the receiver and the USB dongle.  It didn't work with a USB extender - fair warning.;driver;Sentiment.negative
6992;It does what it says it will do.  You just need to have line of sight between the receiver and the USB dongle.  It didn't work with a USB extender - fair warning.;support;Sentiment.negative
6993;We just bought one for our conference room. If you can get it to work, it is OK. The PC connection is iffy. Out of 6 PC's (2 Windows, 2Mac's in native mode, 2 Mac's through Windows VM's), only 1 Mac and 1 Windows PC connected quickly and with no issues. 1 native Mac finally connected but the driver made video changes that are not reversed by uninstalling. A second Mac had the VM crash. A third Mac took a lot of clicking to find the right combination to make the adapter work. 1 Windows PC just would not connect at all. T;standards;Sentiment.negative
6993;We just bought one for our conference room. If you can get it to work, it is OK. The PC connection is iffy. Out of 6 PC's (2 Windows, 2Mac's in native mode, 2 Mac's through Windows VM's), only 1 Mac and 1 Windows PC connected quickly and with no issues. 1 native Mac finally connected but the driver made video changes that are not reversed by uninstalling. A second Mac had the VM crash. A third Mac took a lot of clicking to find the right combination to make the adapter work. 1 Windows PC just would not connect at all. T;software;Sentiment.negative
6993;We just bought one for our conference room. If you can get it to work, it is OK. The PC connection is iffy. Out of 6 PC's (2 Windows, 2Mac's in native mode, 2 Mac's through Windows VM's), only 1 Mac and 1 Windows PC connected quickly and with no issues. 1 native Mac finally connected but the driver made video changes that are not reversed by uninstalling. A second Mac had the VM crash. A third Mac took a lot of clicking to find the right combination to make the adapter work. 1 Windows PC just would not connect at all. T;install;Sentiment.negative
6993;We just bought one for our conference room. If you can get it to work, it is OK. The PC connection is iffy. Out of 6 PC's (2 Windows, 2Mac's in native mode, 2 Mac's through Windows VM's), only 1 Mac and 1 Windows PC connected quickly and with no issues. 1 native Mac finally connected but the driver made video changes that are not reversed by uninstalling. A second Mac had the VM crash. A third Mac took a lot of clicking to find the right combination to make the adapter work. 1 Windows PC just would not connect at all. T;reboot;Sentiment.negative
6993;We just bought one for our conference room. If you can get it to work, it is OK. The PC connection is iffy. Out of 6 PC's (2 Windows, 2Mac's in native mode, 2 Mac's through Windows VM's), only 1 Mac and 1 Windows PC connected quickly and with no issues. 1 native Mac finally connected but the driver made video changes that are not reversed by uninstalling. A second Mac had the VM crash. A third Mac took a lot of clicking to find the right combination to make the adapter work. 1 Windows PC just would not connect at all. T;part;Sentiment.negative
6993;We just bought one for our conference room. If you can get it to work, it is OK. The PC connection is iffy. Out of 6 PC's (2 Windows, 2Mac's in native mode, 2 Mac's through Windows VM's), only 1 Mac and 1 Windows PC connected quickly and with no issues. 1 native Mac finally connected but the driver made video changes that are not reversed by uninstalling. A second Mac had the VM crash. A third Mac took a lot of clicking to find the right combination to make the adapter work. 1 Windows PC just would not connect at all. T;card;Sentiment.negative
6993;We just bought one for our conference room. If you can get it to work, it is OK. The PC connection is iffy. Out of 6 PC's (2 Windows, 2Mac's in native mode, 2 Mac's through Windows VM's), only 1 Mac and 1 Windows PC connected quickly and with no issues. 1 native Mac finally connected but the driver made video changes that are not reversed by uninstalling. A second Mac had the VM crash. A third Mac took a lot of clicking to find the right combination to make the adapter work. 1 Windows PC just would not connect at all. T;av;Sentiment.negative
6994;"I bought two of these devices based on reviews here about quality.  I am not sure what these people were thinking as far as quality standards go...what a terrible product and worst of all, support.  I opened a ticket Thursday after receiving many errors while installing this device's software and configuring it on my brand new HP Elitebooks.

The devices shipped quickly thanks to Amazon but when I unboxed them and read the alert about having to disable graphics software as well as DisplayLink software I immediately had ";service;Sentiment.negative
6994;"I bought two of these devices based on reviews here about quality.  I am not sure what these people were thinking as far as quality standards go...what a terrible product and worst of all, support.  I opened a ticket Thursday after receiving many errors while installing this device's software and configuring it on my brand new HP Elitebooks.

The devices shipped quickly thanks to Amazon but when I unboxed them and read the alert about having to disable graphics software as well as DisplayLink software I immediately had ";product;Sentiment.negative
6995;Horrible product. This doesn't work at all. It should have worked according to all of the requirements. Customer service is nonexistent. This guy knows this product is awful and won't even try to help you...that's IF you can get in touch with him. The is no phone number--that says a lot about a company. Buyer beware!;pc;Sentiment.negative
6998;I own a basic laptop. It does not have a video card or HDMI. But using this product, it worked the first time around. I can watch anything on my TV. The installation was a breeze.;pc;Sentiment.positive
6998;I own a basic laptop. It does not have a video card or HDMI. But using this product, it worked the first time around. I can watch anything on my TV. The installation was a breeze.;video;Sentiment.negative
6998;I own a basic laptop. It does not have a video card or HDMI. But using this product, it worked the first time around. I can watch anything on my TV. The installation was a breeze.;transmitter;Sentiment.positive
6998;I own a basic laptop. It does not have a video card or HDMI. But using this product, it worked the first time around. I can watch anything on my TV. The installation was a breeze.;tv;Sentiment.neutral
6998;I own a basic laptop. It does not have a video card or HDMI. But using this product, it worked the first time around. I can watch anything on my TV. The installation was a breeze.;monitor;Sentiment.neutral
6998;I own a basic laptop. It does not have a video card or HDMI. But using this product, it worked the first time around. I can watch anything on my TV. The installation was a breeze.;screen;Sentiment.neutral
6999;I've had this device for about 5 months now to connect my PC to my Sony Bravia LCD.  I used to have the PC connected to the TV just via a standard VGA monitor cable and it was fine.  This setup has higher resolution, but video DOES lag a bit.  I had to get an upgraded video card that was compatible with this device, but that was only about $50.  The transmitter and receiver are in direct line of sight, literally nothing in the way.  Video is OK on it, but not great.  I have both my PC monitor and the TV set at 1280x1024;solution;Sentiment.negative
7000;"Great idea. Works great when it does work, which is not for very long. Repeatedly crashes and reboots itself. Very annoying. I have yet to view an entire YouTube video or a streaming video without it crashing. I can only get part way thru a streaming video before it crashes.

I experience the same problem using it for browsing the internet. Works great for a little bit and then out of nowhere it will crash and you either have to wait for it to reset or you have to unplug the dongle and wait for it to reset and then plug";video;Sentiment.neutral
7000;"Great idea. Works great when it does work, which is not for very long. Repeatedly crashes and reboots itself. Very annoying. I have yet to view an entire YouTube video or a streaming video without it crashing. I can only get part way thru a streaming video before it crashes.

I experience the same problem using it for browsing the internet. Works great for a little bit and then out of nowhere it will crash and you either have to wait for it to reset or you have to unplug the dongle and wait for it to reset and then plug";disadvantage;Sentiment.negative
7000;"Great idea. Works great when it does work, which is not for very long. Repeatedly crashes and reboots itself. Very annoying. I have yet to view an entire YouTube video or a streaming video without it crashing. I can only get part way thru a streaming video before it crashes.

I experience the same problem using it for browsing the internet. Works great for a little bit and then out of nowhere it will crash and you either have to wait for it to reset or you have to unplug the dongle and wait for it to reset and then plug";quality;Sentiment.negative
7000;"Great idea. Works great when it does work, which is not for very long. Repeatedly crashes and reboots itself. Very annoying. I have yet to view an entire YouTube video or a streaming video without it crashing. I can only get part way thru a streaming video before it crashes.

I experience the same problem using it for browsing the internet. Works great for a little bit and then out of nowhere it will crash and you either have to wait for it to reset or you have to unplug the dongle and wait for it to reset and then plug";audio;Sentiment.negative
7001;"I have this item to connect my computer to a 55"" LG TV. Video and audio quality a very good from computer to TV especially the video. Software is included and when downloaded to a computer allows adjustment of the TV display modes. One disadvantage is that you have to select speakers and sound devices according to what you intend to watch from PC to TV. If you want to watch a NetFlix movie from computer to TV the appropriate speakers and sound devices have to be selected from The Warpia software. If you want to use the ";products;Sentiment.negative
7001;"I have this item to connect my computer to a 55"" LG TV. Video and audio quality a very good from computer to TV especially the video. Software is included and when downloaded to a computer allows adjustment of the TV display modes. One disadvantage is that you have to select speakers and sound devices according to what you intend to watch from PC to TV. If you want to watch a NetFlix movie from computer to TV the appropriate speakers and sound devices have to be selected from The Warpia software. If you want to use the ";performance;Sentiment.negative
7001;"I have this item to connect my computer to a 55"" LG TV. Video and audio quality a very good from computer to TV especially the video. Software is included and when downloaded to a computer allows adjustment of the TV display modes. One disadvantage is that you have to select speakers and sound devices according to what you intend to watch from PC to TV. If you want to watch a NetFlix movie from computer to TV the appropriate speakers and sound devices have to be selected from The Warpia software. If you want to use the ";manufacturer;Sentiment.negative
7001;"I have this item to connect my computer to a 55"" LG TV. Video and audio quality a very good from computer to TV especially the video. Software is included and when downloaded to a computer allows adjustment of the TV display modes. One disadvantage is that you have to select speakers and sound devices according to what you intend to watch from PC to TV. If you want to watch a NetFlix movie from computer to TV the appropriate speakers and sound devices have to be selected from The Warpia software. If you want to use the ";product;Sentiment.negative
7001;"I have this item to connect my computer to a 55"" LG TV. Video and audio quality a very good from computer to TV especially the video. Software is included and when downloaded to a computer allows adjustment of the TV display modes. One disadvantage is that you have to select speakers and sound devices according to what you intend to watch from PC to TV. If you want to watch a NetFlix movie from computer to TV the appropriate speakers and sound devices have to be selected from The Warpia software. If you want to use the ";software;Sentiment.positive
7001;"I have this item to connect my computer to a 55"" LG TV. Video and audio quality a very good from computer to TV especially the video. Software is included and when downloaded to a computer allows adjustment of the TV display modes. One disadvantage is that you have to select speakers and sound devices according to what you intend to watch from PC to TV. If you want to watch a NetFlix movie from computer to TV the appropriate speakers and sound devices have to be selected from The Warpia software. If you want to use the ";self;Sentiment.negative
7001;"I have this item to connect my computer to a 55"" LG TV. Video and audio quality a very good from computer to TV especially the video. Software is included and when downloaded to a computer allows adjustment of the TV display modes. One disadvantage is that you have to select speakers and sound devices according to what you intend to watch from PC to TV. If you want to watch a NetFlix movie from computer to TV the appropriate speakers and sound devices have to be selected from The Warpia software. If you want to use the ";thing;Sentiment.negative
7001;"I have this item to connect my computer to a 55"" LG TV. Video and audio quality a very good from computer to TV especially the video. Software is included and when downloaded to a computer allows adjustment of the TV display modes. One disadvantage is that you have to select speakers and sound devices according to what you intend to watch from PC to TV. If you want to watch a NetFlix movie from computer to TV the appropriate speakers and sound devices have to be selected from The Warpia software. If you want to use the ";goodness;Sentiment.negative
7002;"I try to be as positive as possible, but not warning shoppers about this product would be a dis-service.  I own a retail store that sells and installs high end a/v equipment.  I am very well versed in how products like this should perform.  That being said, my opinion of this product is quite low considering the following points:

1) Performance of the usb wireless link is ridiculous.  I cannot believe the manufacturer would put their name on it.  With the devices less than 3 feet from each other they would constantly d";screen;Sentiment.negative
7003;Very easy to install and use.  Works great and allows for very high resolution on a TV.  Simple instructions just installs the software on your computer plugin the USB and your screen is now on the wireless TV;man;Sentiment.negative
7003;Very easy to install and use.  Works great and allows for very high resolution on a TV.  Simple instructions just installs the software on your computer plugin the USB and your screen is now on the wireless TV;people;Sentiment.positive
7004;Today I tried to connect my new Warpia system to my laptop and could not get it to work.  I called Tech support and had the nicest man spend over an hour with me helping to figure out the problem.  It was not the Warpia but my computer.  It was not able to handle the Warpia because of its processor.  I have never had so much help and learned so much from our time on the phone.  We live in a world where we do not get to speak with someone and have to punch numbers into the phone just to be told we have connected to the w;ceo;Sentiment.negative
7004;Today I tried to connect my new Warpia system to my laptop and could not get it to work.  I called Tech support and had the nicest man spend over an hour with me helping to figure out the problem.  It was not the Warpia but my computer.  It was not able to handle the Warpia because of its processor.  I have never had so much help and learned so much from our time on the phone.  We live in a world where we do not get to speak with someone and have to punch numbers into the phone just to be told we have connected to the w;don;Sentiment.negative
7004;Today I tried to connect my new Warpia system to my laptop and could not get it to work.  I called Tech support and had the nicest man spend over an hour with me helping to figure out the problem.  It was not the Warpia but my computer.  It was not able to handle the Warpia because of its processor.  I have never had so much help and learned so much from our time on the phone.  We live in a world where we do not get to speak with someone and have to punch numbers into the phone just to be told we have connected to the w;device;Sentiment.negative
7004;Today I tried to connect my new Warpia system to my laptop and could not get it to work.  I called Tech support and had the nicest man spend over an hour with me helping to figure out the problem.  It was not the Warpia but my computer.  It was not able to handle the Warpia because of its processor.  I have never had so much help and learned so much from our time on the phone.  We live in a world where we do not get to speak with someone and have to punch numbers into the phone just to be told we have connected to the w;person;Sentiment.negative
7004;Today I tried to connect my new Warpia system to my laptop and could not get it to work.  I called Tech support and had the nicest man spend over an hour with me helping to figure out the problem.  It was not the Warpia but my computer.  It was not able to handle the Warpia because of its processor.  I have never had so much help and learned so much from our time on the phone.  We live in a world where we do not get to speak with someone and have to punch numbers into the phone just to be told we have connected to the w;system;Sentiment.negative
